,_id,length,n_geospans
1244,6352228,24331,22
1245,3399834,32486,43
1246,5584802,48264,170
1247,2374891,27355,15
1248,5059986,35728,7
1249,4595078,30510,9
1250,4057905,31221,50
1251,6238763,19239,32
1252,4099159,17504,14
1253,4893847,37770,76
1254,5823905,56551,81
1255,5025139,28823,19
1256,6324084,17545,28
1257,3701615,18673,33
1258,6388930,54295,51
1259,5937567,21741,27
1260,4152176,55353,71
1261,6053621,43562,18
1262,3498221,31332,7
1263,3237560,34483,14
1264,5549763,31522,43
1265,6360736,44358,15
1266,3823625,19498,11
1267,3136404,28305,8
1268,4265202,54618,72
1269,3427338,45341,87
1270,2936408,37911,60
1271,3294564,19785,40
1272,5729434,21492,7
1273,4413788,27770,22
1274,1393264,23082,30
1275,5057213,31209,42
1276,4960874,26584,47
1277,4110012,33103,49
1278,3593185,22106,44
1279,3479127,23938,12
1280,3198825,49836,21
1281,4687047,53377,23
1282,2578771,23352,30
1283,6033402,28075,50
1284,3464812,22507,13
1285,3168136,10805,105
1286,4468055,43271,28
1287,4880204,48146,93
1288,3925443,16175,18
1289,6405275,27086,35
1290,5577667,36355,26
1291,3957867,21889,10
1292,5714073,10950,9
1293,4362622,17140,29
1294,4355495,28869,47
1295,5045018,39480,131
1296,3673328,26885,41
1297,5742987,18917,13
1298,3869659,49476,48
1299,3605491,19001,7
1300,4223516,24140,158
1301,4807498,52317,22
1302,6009014,18536,6
1303,3758290,43299,108
1304,5328733,17915,123
1305,3507888,36594,42
1306,3649638,14186,17
1307,6121613,30579,38
1308,6312617,23172,5
1309,5875676,28278,23
1310,4626964,19386,15
1311,1845143,68110,175
1312,4628278,21861,26
1313,4319102,54635,540
1314,3913375,28394,18
1315,4704634,28890,20
1316,3577778,46469,8
1317,4646852,46012,30
1318,3680469,46795,7
1319,6008815,9607,33
1320,5510906,39475,65
1321,6286522,29501,75
1322,5787939,13700,26
1323,3567930,36339,16
1324,4411027,28088,26
1325,5494037,41524,19
1326,4193740,28208,23
1327,5337709,38450,37
1328,6202706,34641,121
1329,4645727,24249,6
1330,5147920,40431,123
1331,3457900,27608,28
1332,3485103,27647,49
1333,5606846,56299,31
1334,1282577,31991,16
1335,3906022,63819,46
1336,5293116,32038,22
1337,3888565,35367,17
1338,5645842,32883,40
1339,3280766,22448,15
1340,4030213,9437,29
1341,5981606,25253,12
1342,3471884,36665,8
1343,4110522,45714,67
1344,4776375,19273,22
1345,3116495,37157,140
1346,5325296,45552,27
1347,6065315,22060,68
1348,4692972,20981,11
1349,4879997,20734,47
1350,1773019,22598,24
1351,6396915,25057,49
1352,6427553,36183,29
1353,5984400,36211,55
1354,4417328,23202,37
1355,4431205,60858,3
1356,5791975,33447,48
1357,3688898,22690,42
1358,3126814,33059,52
1359,3410098,13266,2
1360,4715352,24203,22
1361,5967720,36695,66
1362,5018929,16252,37
1363,5815193,62979,73
1364,2957445,26492,22
1365,5422893,26937,18
1366,5087854,28295,32
1367,3776739,37649,31
1368,6101548,36591,25
1369,4457013,22141,31
1370,3141409,36160,29
1371,5121490,33385,12
1372,5683317,16919,17
1373,3689088,40539,57
1374,4152586,26277,73
1375,5856323,16991,72
1376,4809009,58735,38
1377,5841742,23708,16
1378,5963133,13248,13
1379,3972163,17638,30
1380,4449220,31625,24
1381,5088606,33720,102
1382,5082847,39747,10
1383,5794091,28024,3
1384,3923241,18587,89
1385,2367678,29319,119
1386,3341328,21169,29
1387,4414466,30960,17
1388,5409555,29222,30
1389,4292996,32148,13
1390,3061912,22437,15
1391,4778872,18283,53
1392,2672384,22132,19
1393,4938940,44169,37
1394,5299018,33981,31
1395,4461778,21102,32
1396,3770704,40760,31
1397,4764926,18903,31
1398,3871053,39285,18
1399,4022361,22223,34
1400,6095900,35937,49
1401,4922662,20000,32
1402,6318511,17345,42
1403,5744659,42826,71
1404,5485744,28449,26
1405,3387183,31909,33
1406,3177631,27878,14
1407,4521725,33019,27
1408,5813514,13675,90
1409,5952686,27689,56
1410,4373168,46415,80
1411,5053325,23054,31
1412,2790099,38678,51
1413,5921387,33122,66
1414,4248421,24085,22
1415,5478740,29711,23
1416,5227014,30115,35
1417,6090691,29674,51
1418,4519242,42987,87
1419,5525249,52104,116
1420,3120827,36366,68
1421,4764901,29413,16
1422,3577845,25426,9
1423,4873007,34199,15
1424,5325580,42452,37
1425,4987333,40157,17
1426,4890923,15393,5
1427,3420019,23573,38
1428,3418069,20727,107
1429,3162534,40554,55
1430,6206631,31175,27
1431,4717541,41158,27
1432,5930812,32338,25
1433,3551728,51760,80
1434,6144989,54617,85
1435,5075714,41449,158
1436,3670880,82093,34
1437,5082812,32052,21
1438,4255651,37108,77
1439,5707946,31715,26
1440,3639099,24015,65
1441,5999130,53953,52
1442,5541523,36869,18
1443,6175417,47323,55
1444,5727659,31479,24
1445,5332551,28395,57
1446,2702270,17258,25
1447,4591283,34700,7
1448,4754877,53029,51
1449,5828144,32605,38
1450,6312321,29650,16
1451,3707449,32650,13
1452,3679083,72800,54
1453,4610535,57588,19
1454,4206275,38156,67
1455,5494614,27147,24
1456,6398781,26944,37
1457,6399304,43090,52
1458,5063477,38696,107
1459,4782569,28704,25
1460,4849797,61914,24
1461,5891839,25337,18
1462,3655253,11219,41
1463,4213982,25567,50
1464,5258657,32363,77
1465,1784064,25134,28
1466,1459110,29665,18
1467,4242577,54674,70
1468,4546668,23074,7
1469,4777534,25931,82
1470,6164465,28332,19
1471,3935940,25143,73
1472,3598834,29384,56
1473,2556700,12558,2
1474,3699617,68586,11
1475,5918967,12669,20
1476,3082965,54861,106
1477,6069888,24178,50
1478,4482448,42537,98
1479,5627488,66089,62
1480,4160682,16232,26
1481,6070204,30836,22
1482,3810920,28182,28
1483,6289964,41073,37
1484,5783212,9988,2
1485,4984503,42916,81
1486,6128623,22849,39
1487,3607246,43112,72
1488,6102527,29097,5
1489,5256943,47930,26
1490,5286448,29945,19
1491,6328421,33970,60
1492,2254195,32866,22
1493,5993769,23526,17
1494,4393264,25645,36
1495,4894731,22182,11
1496,5800232,55970,119
1497,5792465,42183,70
1498,5674148,41033,48
1499,4352092,48835,25
1500,5582320,26146,32
1501,5874267,38342,118
1502,5029229,32993,18
1503,6383612,24331,34
1504,4295271,10924,53
1505,2542388,23141,13
1506,3553431,33536,81
1507,5446261,23792,12
1508,6192281,45276,18
1509,3079695,20251,22
1510,5245826,20234,58
1511,4861752,27974,41
1512,3029334,29222,73
1513,5629303,19178,43
1514,5676607,20704,4
1515,3945561,26881,137
1516,5238449,63560,53
1517,4237398,40727,34
1518,5019368,24735,22
1519,3694022,36014,112
1520,5409643,32390,51
1521,4385900,28288,38
1522,3085078,16414,16
1523,3924102,14829,19
1524,5731095,23344,102
1525,3411752,48348,53
1526,4668674,58945,19
1527,5758633,18765,85
1528,3026645,24827,14
1529,3535724,11891,5
1530,4396565,30171,10
1531,4552639,17575,10
1532,4025023,17571,46
1533,3047692,29107,19
1534,3857535,26632,13
1535,5215676,26063,6
1536,2997795,47234,40
1537,4222889,46673,169
1538,2864210,38159,14
1539,6335917,16106,8
1540,4455843,20554,31
1541,3912900,31275,46
1542,5587284,56841,192
1543,6396604,14849,19
1544,6402110,33080,42
1545,6163563,29965,17
1546,5778629,31817,67
1547,4530480,18256,13
1548,6363497,8856,7
1549,6056037,21814,4
1550,6160426,52698,100
1551,3369452,19596,19
1552,4391281,16859,32
1553,3663160,15757,15
1554,5538746,51077,5
1555,3994509,34178,26
1556,4103076,44704,12
1557,4822242,29939,54
1558,4332727,12575,26
1559,2788533,30817,47
1560,3673474,37829,39
1561,6342328,40686,13
1562,3596342,32189,37
1563,6086070,42077,14
1564,4102437,23343,17
1565,4606803,15830,26
1566,5178080,21160,13
1567,4143263,19582,14
1568,3969321,30967,12
1569,5913807,31026,13
1570,5434039,27873,1
1571,5798521,37577,35
1572,5641194,23418,1
1573,4609517,47564,55
1574,6320450,30445,38
1575,2746191,24821,20
1576,5429431,22497,8
1577,6353143,57636,108
1578,4719215,29636,18
1579,5295254,17631,9
1580,5652047,10470,8
1581,3921128,21563,12
1582,4200082,31420,3
1583,4974723,32874,7
1584,3292461,22766,13
1585,4278883,26300,17
1586,4232676,31000,27
1587,5574601,17995,13
1588,4503775,40651,59
1589,3383709,43770,6
1590,5822522,14158,5
1591,4141227,21587,19
1592,3305385,44174,7
1593,1868715,16131,6
1594,2706841,16538,15
1595,4890247,32363,28
1596,3945588,34152,22
1597,4210200,44837,86
1598,5784600,48475,107
1599,6327093,19332,37
1600,5695355,36912,79
1601,6292234,26308,11
1602,3797056,26827,33
1603,3660740,36529,23
1604,6127141,20700,41
1605,6019810,57083,8
1606,6026660,37287,14
1607,5862834,26833,47
1608,4460649,39908,142
1609,5069881,23741,58
1610,6050686,35649,8
1611,5829673,36965,8
1612,5648284,27187,97
1613,5512757,26414,21
1614,2926931,26204,1
1615,3295826,34736,82
1616,4742275,67335,200
1617,4949752,29023,21
1618,6419142,23207,38
1619,5496534,38128,20
1620,5094122,27002,43
1621,4801334,26133,20
1622,4651321,13500,4
1623,5614274,24427,7
1624,3598340,25889,26
1625,4773933,21589,21
1626,5336354,32222,42
1627,2965904,11861,5
1628,4537035,32086,31
1629,3859767,31792,31
1630,5474373,20498,16
1631,5725733,34985,4
1632,3348038,31142,48
1633,4512142,17520,33
1634,4015411,19598,22
1635,3170595,30017,4
1636,4995510,30328,15
1637,3468748,8523,9
1638,6398757,29626,22
1639,3128412,37007,1
1640,4963949,18655,23
1641,5120827,30819,85
1642,2860981,38954,36
1643,5127654,36230,25
1644,4678607,42078,23
1645,2606649,17399,8
1646,4764600,37480,6
1647,4338154,31130,65
1648,4727920,45835,18
1649,3154270,56242,18
1650,5421449,23526,1
1651,5714593,41528,15
1652,2680901,46580,212
1653,4450240,28139,30
1654,6090843,24873,17
1655,5936963,40726,152
1656,4732677,48740,23
1657,4445632,33732,29
1658,5106090,32917,11
1659,3068257,24953,4
1660,5063144,33401,17
1661,4227647,19788,27
1662,3244420,27349,19
1663,6358362,24986,37
1664,5207294,28635,3
1665,6358657,47118,26
1666,5109686,46064,81
1667,4854059,8861,14
1668,6296135,18574,98
1669,6215639,49991,1
1670,5341168,51928,93
1671,4849857,31778,10
1672,3708944,32390,73
1673,6082112,24521,43
1674,5514087,33670,8
1675,5937473,20806,18
1676,3807633,35365,20
1677,3648503,31207,66
1678,4936981,18625,12
1679,5740795,15881,14
1680,3082239,28768,85
1681,4413734,20721,4
1682,3386916,45358,74
1683,3348575,27276,9
1684,5670339,17491,19
1685,4450894,32971,4
1686,4562196,22946,31
1687,5793960,27145,12
1688,3704955,21960,52
1689,4693343,18879,30
1690,5942429,35868,43
1691,3446913,23224,56
1692,3994903,28430,17
1693,4311383,23854,30
1694,5156822,29207,4
1695,4937909,26752,11
1696,1832199,28905,26
1697,4219716,25740,33
1698,5948258,52814,57
1699,4364250,24356,21
1700,4319948,20975,19
1701,5460424,25898,4
1702,5079013,37192,19
1703,5056290,37448,45
1704,5363919,35039,27
1705,3831109,32547,4
1706,6234333,23994,17
1707,5883310,16049,69
1708,3939345,15027,4
1709,6347145,32162,33
1710,6072909,30353,4
1711,5333468,32607,36
1712,3416811,41663,16
1713,5939869,60502,129
1714,5423645,35603,74
1715,5668367,54411,28
1716,6368287,30202,11
1717,1975471,40721,27
1718,4162922,32358,8
1719,5026348,39828,184
1720,5226106,52242,83
1721,6024099,45014,40
1722,3365007,32824,20
1723,2602971,32982,5
1724,5301240,42929,10
1725,4735811,22759,35
1726,3228981,23106,9
1727,5968662,25552,17
1728,3740714,21188,14
1729,6124081,34873,7
1730,5543056,27961,30
1731,2865642,36019,32
1732,5908063,21672,16
1733,3542179,40998,53
1734,5745919,32517,26
1735,5677770,25632,4
1736,5836856,24854,7
1737,5568746,73284,11
1738,3342226,22988,30
1739,6203071,27722,13
1740,3204773,23254,40
1741,3575393,42795,24
1742,6074372,19107,17
1743,5516185,38239,15
1744,3476896,20838,6
1745,4759226,25683,4
1746,5398652,35201,47
1747,6322748,24053,56
1748,6197833,21257,21
1749,5332260,23530,39
1750,3467401,30722,58
1751,6161837,35826,16
1752,5319165,53459,463
1753,6025807,30334,7
1754,6035251,34505,21
1755,6410559,24030,9
1756,3786079,23523,11
1757,5658920,24571,29
1758,5138449,26805,25
1759,6069043,28684,30
1760,5384512,27774,4
1761,5553054,29662,87
1762,3975844,22253,4
1763,3570525,39730,6
1764,5937588,19945,31
1765,6436149,44227,36
1766,6228548,41435,37
1767,2577634,35123,51
1768,6018522,29297,12
1769,5210224,29470,10
1770,5395942,24416,15
1771,4338131,32686,110
1772,5645399,22476,49
1773,4783037,71110,12
1774,4548539,26686,72
1775,5931243,66183,14
1776,6324470,30774,10
1777,5577702,28337,59
1778,5754391,29263,8
1779,5804762,31158,33
1780,4298061,24531,4
1781,6160098,80630,27
1782,6357956,22047,44
1783,4491346,20621,8
1784,1281290,21934,14
1785,2955963,30551,15
1786,3470929,24993,8
1787,4247212,36294,197
1788,3473966,20679,65
1789,5337264,17751,20
1790,4433365,29450,3
1791,4130380,22844,16
1792,5121533,34941,28
1793,5913885,38472,50
1794,2859400,22963,20
1795,5418559,27138,3
1796,3228940,25508,15
1797,6157374,26030,18
1798,5867322,29064,7
1799,4777901,26707,24
1800,4795564,25959,9
1801,3113910,18149,4
1802,3039685,42939,53
1803,6360522,34472,37
1804,4307167,27786,20
1805,4828612,21447,22
1806,3841197,45527,4
1807,5113072,43766,123
1808,6173854,32207,174
1809,4047773,46057,42
1810,2966461,40902,26
1811,4335179,27597,39
1812,4987972,38503,111
1813,6093267,33339,29
1814,3970304,11625,4
1815,6275115,29950,41
1816,420473,29824,20
1817,4970246,33663,5
1818,4384795,19779,53
1819,3669285,34225,22
1820,4826513,18614,6
1821,3615178,17348,4
1822,3130698,36150,74
1823,6350289,24573,15
1824,4778873,36999,50
1825,5745947,37590,40
1826,5330499,33157,15
1827,3694079,38891,30
1828,5625812,24346,13
1829,3556718,31276,12
1830,5872011,29032,32
1831,5679379,22863,14
1832,2763696,16237,11
1833,4520713,56639,9
1834,5515059,32732,50
1835,2909198,21616,25
1836,6369174,36892,24
1837,5837355,34925,17
1838,4977754,23813,1
1839,4051381,29661,19
1840,2688481,44805,33
1841,3933773,15043,9
1842,3323412,23498,137
1843,3381061,23268,10
1844,4545939,24969,38
1845,4532840,12710,7
1846,4831118,21191,26
1847,4247303,13018,10
1848,5361684,19961,6
1849,6203013,23277,13
1850,5750423,24237,7
1851,4026226,21285,4
1852,3356384,25897,42
1853,3573865,31457,18
1854,5415859,17453,11
1855,3387629,33511,11
1856,5487538,26867,44
1857,4139048,23226,10
1858,4311425,35255,11
1859,4931250,52159,22
1860,4238986,37758,57
1861,4213709,20838,19
1862,4543473,35254,73
1863,5027622,40942,25
1864,3810439,18866,0
1865,6263273,21788,14
1866,3994656,25175,18
1867,4280683,32282,14
1868,6138716,20867,3
1869,6007056,37839,39
1870,6157372,20412,11
1871,6084339,18737,11
1872,4816317,29246,10
1873,3393123,16218,12
1874,5832471,21212,23
1875,5308272,26608,91
1876,6354383,34327,6
1877,3703282,23639,51
1878,5872284,18505,12
1879,3876993,31202,8
1880,6221218,11632,61
1881,4028454,13152,37
1882,5770595,26691,10
1883,6255942,61903,35
1884,2981076,29043,12
1885,5018579,25868,2
1886,3677908,15515,52
1887,3906971,35292,17
1888,6306215,19787,8
1889,3429466,24282,40
1890,2638457,27186,23
1891,4816954,27631,66
1892,5629762,33410,51
1893,4564432,19624,18
1894,4070904,49474,34
1895,3793522,17622,16
1896,3818276,48341,23
1897,1855931,14597,8
1898,5795096,19051,4
1899,4308638,26913,22
1900,1079879,36292,37
1901,5062813,29198,40
1902,3032913,24755,135
1903,3863118,21847,20
1904,4544035,23225,13
1905,4100855,17149,10
1906,4537650,20410,19
1907,4717450,25069,2
1908,6045824,23854,24
1909,6075611,32803,2
1910,6008904,25714,8
1911,4733220,34255,7
1912,5284344,24996,7
1913,6354348,30913,4
1914,4852626,41176,11
1915,4467626,27530,27
1916,6005507,22361,33
1917,5319350,26846,4
1918,5314644,48593,56
1919,5031338,27100,3
1920,3542187,38008,62
1921,3463184,13481,11
1922,4319910,32019,66
1923,4050508,36982,26
1924,6037108,55334,14
1925,3541407,36035,59
1926,5533762,26797,8
1927,4364854,26853,9
1928,2464745,39680,9
1929,4039997,34334,7
1930,4969634,33472,20
1931,5808414,21683,6
1932,5904560,26465,88
1933,5381282,35590,32
1934,5430371,28310,5
1935,3298482,36851,70
1936,6386807,25373,11
1937,3177887,38068,2
1938,3679924,22944,26
1939,3011911,28852,15
1940,5786297,34673,30
1941,4502463,18016,19
1942,3178511,17228,9
1943,4955144,33013,4
1944,4971005,22442,17
1945,3654554,27222,4
1946,5400082,29629,35
1947,3320391,29204,166
1948,4985151,41707,63
1949,3671111,42448,10
1950,5907784,47709,22
1951,5567498,24767,39
1952,6027744,30050,41
1953,6035491,26586,0
1954,5341453,33297,19
1955,3594159,18492,7
1956,5916461,18012,24
1957,3652855,26801,19
1958,5294727,41705,18
1959,3889825,27767,6
1960,4872428,30706,13
1961,5080300,15014,16
1962,3641490,32752,17
1963,5175380,36770,72
1964,5282493,40675,165
1965,4803337,28477,29
1966,3598426,33606,10
1967,4989458,25177,11
1968,2990335,50378,146
1969,5529349,51933,37
1970,4745467,22237,23
1971,4014580,62713,16
1972,5087863,21075,4
1973,5142427,41637,123
1974,4666462,43735,40
1975,4979710,35823,51
1976,4511434,23388,8
1977,4792457,35860,16
1978,5610548,27847,15
1979,6002315,28201,11
1980,3921557,75609,520
1981,4997044,38549,7
1982,6159857,52077,201
1983,3146890,29089,25
1984,4467189,34435,26
1985,3359193,33419,8
1986,5100179,32828,9
1987,2995439,33486,2
1988,6060159,50890,14
1989,4747983,50228,16
1990,4525743,12927,54
1991,4630450,29486,48
1992,5827559,46194,85
1993,5645098,34997,20
1994,4816959,17819,21
1995,5435044,37372,24
1996,6312584,18111,38
1997,5069922,43608,90
1998,6141857,30065,15
1999,5688981,24595,8
2000,5743477,19987,21
2001,3574826,25362,7
2002,5627046,46086,145
2003,3117142,24066,30
2004,4657961,29375,13
2005,4893632,26535,10
2006,3623666,33909,7
2007,5570675,24627,59
2008,4555121,23331,21
2009,6277322,27882,1
2010,3104955,36695,117
2011,4444353,8803,8
2012,3430992,51488,67
2013,5293265,29244,10
2014,4791290,48041,34
2015,6334446,29944,14
2016,3478203,25870,46
2017,5953373,55588,136
2018,6185862,31896,29
2019,4261886,13063,14
2020,3839919,28896,41
2021,3907130,35014,26
2022,4485969,41704,38
2023,6131881,27151,8
2024,4896011,24764,9
2025,2377098,21130,41
2026,4523566,36042,11
2027,5359963,29211,27
2028,5335778,22163,13
2029,3664322,30849,12
2030,6137881,26958,59
2031,4090214,17131,112
2032,5516977,36787,23
2033,4970233,29517,24
2034,4490171,23041,30
2035,5474090,27203,42
2036,5249056,29113,60
2037,3999359,50541,47
2038,3304403,24229,10
2039,5602098,34686,21
2040,6249876,38813,19
2041,3901894,23847,4
2042,5585321,29540,24
2043,2954150,34379,74
2044,4189799,10369,3
2045,3726449,37178,24
2046,5662350,15737,9
2047,4036766,21429,48
2048,5449112,30021,22
2049,5735980,38759,49
2050,5082557,35203,40
2051,6235403,51408,48
2052,4743290,16370,12
2053,4864194,30490,31
2054,4091747,46202,22
2055,3650573,39780,21
2056,6112295,17270,7
2057,4751707,12184,74
2058,2579483,18953,26
2059,3804608,32909,24
2060,5418710,41259,6
